datetime	AR	CO	MX	PE	CL	EC	VE	CR	GT	SV	UY	PY	PA	HN	NI	DO	BO	CU	PR	ES
2019-05-08 21:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3259	229	1138	3259	326	696	NULL	NULL	NULL	NULL
2019-05-08 21:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	301	28	103	2581
2019-05-08 21:20:05	12794	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-08 22:20:00	NULL	96935	102240	30043	18428	3276	20151	1766	3825	3494	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-08 22:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3276	229	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-08 22:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1144	3276	327	696	301	28	103	NULL
2019-05-08 22:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2581
2019-05-08 22:20:05	12795	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-08 23:20:00	NULL	97288	102355	30120	18452	3275	20145	1765	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-08 23:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3836	3500	3275	229	1145	3275	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-08 23:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	327	696	301	28	NULL	NULL
2019-05-08 23:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	103	2581
2019-05-08 23:20:05	12796	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 00:20:00	12798	97393	102427	30165	18460	3273	20143	1765	3841	3501	NULL	229	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 00:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3273	NULL	1145	3273	270	696	301	28	103	2581
2019-05-09 01:20:01	12798	97440	102466	NULL	18472	NULL	NULL	NULL	3844	3505	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 01:20:02	NULL	NULL	NULL	30183	NULL	3262	20136	1765	NULL	NULL	3262	229	1145	3262	291	696	301	28	103	2581
2019-05-09 02:20:00	NULL	NULL	NULL	30152	18475	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 02:20:01	12797	97459	102498	NULL	NULL	3262	20135	1765	3846	3505	3262	229	1145	3262	291	696	301	28	103	2581
2019-05-09 03:20:00	12798	97483	102519	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 03:20:01	NULL	NULL	NULL	30157	18475	3262	20133	1765	3846	3505	3262	229	1145	3262	291	696	301	28	103	2581
2019-05-09 04:20:00	NULL	97509	102567	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 04:20:01	12798	NULL	NULL	30154	18475	3262	20133	1765	3846	3505	3262	229	1145	3262	291	696	301	28	103	2581
2019-05-09 05:20:00	NULL	NULL	NULL	30154	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 05:20:01	12798	97524	102605	NULL	18475	3262	20133	1765	3851	3505	3262	229	1145	3262	291	696	301	28	103	2581
2019-05-09 06:20:00	NULL	97534	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 06:20:01	12798	NULL	102616	30154	18475	3262	20133	1765	3851	3505	3262	229	1145	3262	291	696	301	28	103	2581
2019-05-09 07:20:00	NULL	97559	102619	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 07:20:01	12799	NULL	NULL	30153	18475	3262	20133	1765	3851	3505	3262	229	1145	3262	291	696	301	28	103	2581
2019-05-09 08:20:00	NULL	97558	102620	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 08:20:01	12799	NULL	NULL	30154	18475	3262	20127	1765	3851	3505	NULL	229	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 09:20:00	NULL	97552	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 09:20:01	12799	NULL	102618	30150	18475	3262	20127	1765	3850	3505	NULL	229	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 09:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3262	NULL	1145	3262	291	696	301	28	103	2581
2019-05-09 10:20:00	NULL	97530	102601	30144	18475	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 10:20:01	NULL	NULL	NULL	NULL	NULL	3261	20121	1765	3850	3504	3261	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 10:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	229	1145	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 10:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3261	291	696	301	28	103	NULL
2019-05-09 10:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2581
2019-05-09 10:20:05	12798	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 11:20:00	NULL	97508	102575	30142	18474	3261	20121	1765	3849	3503	3261	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 11:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	229	1137	3261	291	693	301	NULL	NULL	NULL
2019-05-09 11:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	28	103	2581
2019-05-09 11:20:05	12792	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 12:20:00	NULL	97484	102550	30107	18471	3261	19996	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 12:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1765	3849	3499	3261	229	1133	3261	291	693	301	NULL	NULL	NULL
2019-05-09 12:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	28	103	2581
2019-05-09 12:20:05	12795	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 13:20:00	12801	97444	102479	30101	18507	NULL	19899	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 13:20:01	NULL	NULL	NULL	NULL	NULL	3261	NULL	1765	3849	3498	3261	229	1133	3261	309	693	301	28	103	2582
2019-05-09 14:20:00	12862	97565	102375	30087	18583	3288	19982	1776	3855	3506	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 14:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3288	228	1139	3288	320	696	301	28	103	NULL
2019-05-09 14:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2583
2019-05-09 15:20:00	12878	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 15:20:01	NULL	97777	102280	30049	18601	3288	19973	NULL	3862	3505	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 16:20:00	NULL	98022	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 16:20:01	NULL	NULL	102247	30122	18620	3304	19985	1791	3875	3511	3304	228	1141	3304	329	698	301	NULL	NULL	NULL
2019-05-09 16:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	28	100	2584
2019-05-09 16:20:05	12902	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 17:20:00	NULL	98186	102464	30160	18644	3307	19952	1793	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 17:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3884	3524	3304	228	1141	3307	329	699	301	28	100	2586
2019-05-09 17:20:05	12919	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 18:20:00	NULL	98244	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 18:20:01	12931	NULL	102604	30169	18653	3315	19955	1799	3893	3533	3315	228	1143	3315	329	700	301	28	100	2586
2019-05-09 19:20:00	NULL	98292	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 19:20:01	12942	NULL	102717	30198	18669	3312	19956	1800	3899	3533	3312	228	1142	3312	329	700	301	28	100	2586
2019-05-09 20:20:00	12950	98430	NULL	30142	NULL	3331	19946	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 20:20:01	NULL	NULL	102750	NULL	18691	NULL	NULL	1800	3905	3537	3331	228	1142	3331	329	700	301	28	100	2586
2019-05-09 21:20:00	12972	98495	102753	30172	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 21:20:01	NULL	NULL	NULL	NULL	18715	3337	20013	1805	3915	3536	3337	228	1144	3337	328	702	301	28	100	2586
2019-05-09 22:20:00	NULL	NULL	102884	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 22:20:01	12981	98658	NULL	30188	18746	3343	20026	1809	3920	3538	3343	229	1147	3343	330	707	301	28	100	2586
2019-05-09 23:20:00	NULL	98853	103066	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-09 23:20:01	12983	NULL	NULL	30219	18771	3344	20026	1810	3924	3540	3344	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 00:20:01	12981	98774	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 00:20:02	NULL	NULL	103235	30259	18761	3344	20025	1810	3932	3542	3345	229	1147	3345	330	707	301	28	100	2586
2019-05-10 01:20:00	12981	98754	103269	30291	18763	3345	20025	1810	3936	3542	3345	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 01:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	229	1147	3345	330	707	301	28	100	2586
2019-05-10 02:20:00	NULL	98794	103290	30297	18765	3343	20025	1810	3941	3543	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 02:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3343	229	1147	3343	330	707	NULL	NULL	NULL	NULL
2019-05-10 02:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	301	28	100	2586
2019-05-10 02:20:05	12981	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 03:20:00	NULL	98783	NULL	NULL	18760	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 03:20:01	12981	NULL	103316	30299	NULL	3341	20025	1810	3942	3543	3341	229	1147	3341	330	707	301	28	100	2586
2019-05-10 04:20:00	12981	98786	103356	NULL	18760	3341	20025	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 04:20:01	NULL	NULL	NULL	30268	NULL	NULL	NULL	1810	3942	3543	3341	229	1147	3341	330	707	301	28	100	2586
2019-05-10 05:20:00	NULL	98799	103371	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 05:20:01	12981	NULL	NULL	30269	18760	3341	20025	1810	3943	3545	3341	229	1147	3341	330	707	301	28	100	2586
2019-05-10 06:20:00	12981	98803	103377	30268	NULL	3341	20025	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 07:20:00	NULL	98803	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 07:20:01	NULL	NULL	103383	30265	18758	3341	20025	1810	3943	3545	3341	229	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 07:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1147	3341	330	707	301	28	100	2586
2019-05-10 07:20:05	12981	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 08:20:00	12981	98803	103382	30265	18757	3341	20021	1810	3943	3545	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 08:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3341	229	1147	3341	330	707	301	28	100	2586
2019-05-10 09:20:00	12981	98801	103381	30260	18757	NULL	20019	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 09:20:01	NULL	NULL	NULL	NULL	NULL	3341	NULL	1810	3943	3545	3341	229	1146	3341	330	707	301	28	100	2592
2019-05-10 10:20:00	12981	98795	103381	30260	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 10:20:01	NULL	NULL	NULL	NULL	18757	3341	20015	1808	3943	3545	3341	229	1142	3341	330	707	301	28	100	2592
2019-05-10 11:20:00	NULL	98775	103373	30262	18757	3341	19889	1808	3943	3545	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 11:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3341	229	1142	3341	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 11:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	330	707	301	28	100	2592
2019-05-10 11:20:05	12980	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 12:20:00	12980	98744	NULL	30263	18754	NULL	19857	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 12:20:01	NULL	NULL	103369	NULL	NULL	3341	NULL	1808	3944	3545	3341	229	1142	3341	330	707	301	28	100	2593
2019-05-10 13:20:00	NULL	98813	103346	30252	18762	3340	19852	1808	3944	3545	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 13:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3340	229	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 14:20:00	NULL	NULL	103251	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 14:20:01	NULL	99008	NULL	30213	18817	3349	19902	1817	3954	3551	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 14:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3349	229	1140	3349	330	707	301	NULL	NULL	NULL
2019-05-10 14:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	28	100	2593
2019-05-10 14:20:05	13016	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 15:20:00	NULL	99059	103290	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 15:20:01	NULL	NULL	NULL	30284	18863	3359	19922	1817	3957	3551	3359	230	1141	3358	333	708	302	28	100	2595
2019-05-10 15:20:05	13041	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 16:20:00	13130	NULL	103319	30249	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 16:20:01	NULL	99033	NULL	NULL	18897	3359	19923	1814	3965	3551	3358	230	1142	3358	333	621	302	28	100	2595
2019-05-10 17:20:00	NULL	99185	103410	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 17:20:01	13152	NULL	NULL	30243	18925	3356	19944	1814	3968	3551	NULL	230	1140	3356	332	621	302	28	NULL	NULL
2019-05-10 17:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3356	NULL	NULL	NULL	NULL	NULL	NULL	NULL	100	2595
2019-05-10 18:20:00	NULL	99212	103553	30274	18939	3356	19949	1814	3983	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 18:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3548	3356	230	1142	3356	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 18:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	333	622	302	28	100	NULL
2019-05-10 18:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2595
2019-05-10 18:20:05	13198	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 19:20:00	NULL	99265	103667	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 19:20:01	13216	NULL	NULL	30306	18943	3373	19962	1825	3992	3547	3373	230	1142	3373	333	624	299	28	100	2595
2019-05-10 20:20:00	13241	99360	103819	30301	18967	NULL	19999	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 20:20:01	NULL	NULL	NULL	NULL	NULL	3373	NULL	1827	3995	3546	3373	230	1142	3373	333	631	NULL	28	100	2595
2019-05-10 20:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	299	NULL	NULL	NULL
2019-05-10 21:20:00	NULL	99488	103899	30299	18997	3371	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 21:20:01	NULL	NULL	NULL	NULL	NULL	NULL	19985	1830	3995	3546	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 22:20:01	NULL	99677	104012	30268	19030	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 22:20:02	13265	NULL	NULL	NULL	NULL	3371	19979	1833	4005	3546	3371	230	1137	3371	333	634	299	28	100	2595
2019-05-10 23:20:00	NULL	99848	104069	30306	19051	3370	19978	NULL	4016	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-10 23:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1833	NULL	3546	3370	230	1138	3370	333	634	299	28	100	2595
2019-05-10 23:20:05	13266	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 00:20:00	13269	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 00:20:01	NULL	99918	104092	30326	19057	3369	19977	1833	4017	3546	3369	230	1138	3369	333	634	299	28	100	2595
2019-05-11 01:20:00	13268	99919	104094	30301	19056	3368	19977	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 01:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1833	4018	3546	3368	230	1138	3368	333	634	299	28	100	2595
2019-05-11 02:20:00	NULL	99927	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 02:20:01	13275	NULL	104093	30308	19054	3368	19977	1833	4018	3546	3368	230	NULL	3368	333	634	299	NULL	100	2595
2019-05-11 02:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1138	NULL	NULL	NULL	NULL	28	NULL	NULL
2019-05-11 03:20:00	NULL	99957	104102	30310	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 03:20:01	13281	NULL	NULL	NULL	19054	3366	19977	1833	4018	3546	3366	230	1138	3366	333	634	299	28	100	2595
2019-05-11 04:20:00	13280	99968	104134	30308	19054	3366	19977	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 05:20:01	NULL	99973	104153	30308	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 05:20:02	13280	NULL	NULL	NULL	19054	3366	19977	1833	4017	3546	3366	230	1138	3366	333	634	299	28	100	2595
2019-05-11 06:20:00	13280	99972	104163	30308	19054	3366	19977	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 06:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1833	4017	3546	3366	230	1138	3366	333	634	299	28	100	2595
2019-05-11 07:20:00	13280	99967	104163	30307	19045	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 07:20:01	NULL	NULL	NULL	NULL	NULL	3366	19977	1833	4017	3546	3366	230	1138	3366	333	634	299	28	100	2595
2019-05-11 08:20:00	NULL	NULL	104161	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 08:20:01	13280	99899	NULL	30304	19045	3366	19977	1833	4015	3545	3366	230	1138	3366	333	634	299	28	100	2595
2019-05-11 09:20:00	13277	99790	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 09:20:01	NULL	NULL	104145	30291	19031	3366	19977	1833	4012	3544	3365	230	1138	3365	333	634	299	28	100	2595
2019-05-11 10:20:00	13264	99573	NULL	NULL	18996	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 10:20:01	NULL	NULL	103982	30262	NULL	3362	19977	1822	3998	3498	3362	230	1137	3362	329	634	299	28	100	2595
2019-05-11 11:20:00	NULL	99455	103889	30241	18957	NULL	19977	1821	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 11:20:01	NULL	NULL	NULL	NULL	NULL	3362	NULL	NULL	3996	3493	3362	230	1137	3362	328	634	299	28	100	2595
2019-05-11 11:20:05	13242	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 12:20:00	13197	99333	103739	30205	18912	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 12:20:01	NULL	NULL	NULL	NULL	NULL	3305	19977	1820	NULL	3490	NULL	230	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 13:20:00	NULL	99246	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-11 13:20:01	13131	NULL	103625	30173	18816	3302	19976	1811	3975	3480	3302	229	1137	3302	326	634	299	28	100	2595
