datetime	AR	CO	MX	PE	CL	EC	VE	CR	GT	SV	UY	PY	PA	HN	NI	DO	BO	CU	PR	ES
2019-05-16 02:20:00	12857	98612	102791	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 02:20:01	NULL	NULL	NULL	29816	18340	3251	19713	1723	3957	3483	3251	232	1153	3251	NULL	NULL	303	NULL	NULL	NULL
2019-05-16 02:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	339	706	NULL	28	94	2582
2019-05-16 03:20:00	12857	98618	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 03:20:01	NULL	NULL	102791	29825	18340	3250	19713	1724	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 04:20:01	12857	98570	102871	29829	18345	NULL	19713	NULL	3957	NULL	NULL	232	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 04:20:02	NULL	NULL	NULL	NULL	NULL	3250	NULL	1725	NULL	3483	3250	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 04:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1153	3250	339	703	303	28	94	2582
2019-05-16 05:20:00	NULL	98577	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 05:20:01	12857	NULL	102903	29828	18345	3250	19713	1725	3958	3483	3250	232	1153	3250	339	703	303	28	94	2582
2019-05-16 06:20:00	NULL	98581	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 06:20:01	12857	NULL	102906	29831	18345	3250	19713	1725	3958	3483	3250	232	1153	3250	339	703	303	28	NULL	2582
2019-05-16 06:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	94	NULL
2019-05-16 07:20:00	12857	98589	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 07:20:01	NULL	NULL	102907	29832	18343	3250	19713	1725	3958	3483	3250	232	1153	3250	NULL	703	NULL	NULL	NULL	NULL
2019-05-16 07:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	339	NULL	303	28	94	2582
2019-05-16 08:20:00	12857	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 08:20:01	NULL	98585	102907	29832	18343	3250	19713	1725	3958	3483	3250	232	1153	3250	339	703	303	28	94	2582
2019-05-16 09:20:00	NULL	98553	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 09:20:01	12857	NULL	102906	29829	18343	3250	19711	1725	3958	3483	3250	232	1153	3250	339	703	303	28	94	2582
2019-05-16 10:20:00	NULL	98542	102893	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 10:20:01	12854	NULL	NULL	29827	18343	3249	19711	1725	3958	3483	3249	232	1153	3250	339	703	303	28	94	2582
2019-05-16 11:20:00	12842	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 11:20:01	NULL	98494	102858	29818	18341	3249	19709	1725	3958	3480	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 12:20:01	NULL	NULL	102840	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 12:20:02	NULL	NULL	NULL	29811	18341	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 12:20:03	12850	98447	NULL	NULL	NULL	3249	19705	1725	3955	3477	3249	232	1149	3249	339	702	303	28	94	2582
2019-05-16 13:20:00	12907	98386	102782	29796	18344	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 13:20:01	NULL	NULL	NULL	NULL	NULL	3249	19623	1723	3955	3476	3249	232	1149	3249	339	700	303	28	94	2582
2019-05-16 14:20:00	12920	98565	102755	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 14:20:01	NULL	NULL	NULL	29781	18380	3257	19633	1726	3960	3478	NULL	233	1154	NULL	341	703	NULL	31	94	2582
2019-05-16 14:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3257	NULL	NULL	3257	NULL	NULL	303	NULL	NULL	NULL
2019-05-16 15:20:00	12942	98733	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 15:20:01	NULL	NULL	102831	29771	18420	3262	19657	1730	3966	3498	3263	233	1155	3262	342	NULL	NULL	NULL	NULL	2583
2019-05-16 15:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	703	303	31	94	NULL
2019-05-16 16:20:00	12951	98874	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 16:20:01	NULL	NULL	102882	29873	18493	3274	19635	1731	3975	3501	3274	233	1154	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 16:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3275	342	704	303	31	94	2583
2019-05-16 17:20:00	NULL	98955	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 17:20:01	13015	NULL	102954	29892	18517	3272	19626	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 17:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1729	3979	3501	3274	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 17:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	233	1155	3272	339	NULL	NULL	NULL	NULL	NULL
2019-05-16 17:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	704	303	31	94	2583
2019-05-16 18:20:00	13043	99105	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 18:20:02	NULL	NULL	103028	29870	18519	3285	19609	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 18:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3992	NULL	NULL	233	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 19:20:02	NULL	99129	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 19:20:04	13054	NULL	103181	29859	18552	3293	19658	1745	4002	3522	3293	233	1159	3293	340	704	303	31	94	2583
2019-05-16 20:20:00	NULL	99167	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 20:20:01	NULL	NULL	NULL	NULL	NULL	3295	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 20:20:02	13107	NULL	103221	29859	18573	NULL	19655	1746	4003	3525	3295	233	1159	3295	340	NULL	NULL	NULL	NULL	NULL
2019-05-16 20:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	704	303	31	94	2583
2019-05-16 22:20:00	NULL	99400	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 22:20:01	13113	NULL	103131	29963	18642	3301	19708	1753	4023	3540	3301	233	1161	NULL	340	705	303	NULL	NULL	NULL
2019-05-16 22:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3301	NULL	NULL	NULL	31	94	2583
2019-05-16 23:20:00	13114	99595	103229	NULL	18669	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-16 23:20:01	NULL	NULL	NULL	30043	NULL	3301	19706	1758	4037	3542	3300	233	1161	3301	340	705	303	31	94	2583
2019-05-17 00:20:00	13118	99735	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 00:20:01	NULL	NULL	103292	30087	18671	3303	19704	1764	4045	3549	3303	233	1161	3303	340	705	302	31	94	2583
2019-05-17 01:20:00	13123	99753	103324	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 01:20:01	NULL	NULL	NULL	30109	18679	3303	19704	1763	4046	3550	NULL	233	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 01:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3303	NULL	1161	3303	340	705	302	31	94	2583
2019-05-17 02:20:00	13124	99772	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 02:20:01	NULL	NULL	103359	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 02:20:02	NULL	NULL	NULL	30112	18682	3303	19704	1764	4044	3550	3303	233	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 02:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1161	3303	340	705	302	31	NULL	NULL
2019-05-17 02:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	94	2583
2019-05-17 03:20:00	NULL	99793	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 03:20:01	13124	NULL	NULL	30122	18684	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 03:20:02	NULL	NULL	103342	NULL	NULL	3304	19702	1765	4042	3550	3303	233	1161	3303	341	705	302	NULL	NULL	NULL
2019-05-17 03:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	31	94	2583
2019-05-17 04:20:00	13124	99803	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 04:20:01	NULL	NULL	103369	30107	18686	3304	19701	NULL	4042	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 05:20:01	NULL	99822	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 05:20:03	13124	NULL	103389	30109	18685	3304	19701	1765	4042	3550	3304	233	1161	3304	341	705	302	31	94	2583
2019-05-17 06:20:01	NULL	99821	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 06:20:03	13124	NULL	103399	30109	18685	3304	19701	1765	4043	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 06:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3550	3304	233	1161	3304	341	705	302	31	94	2583
2019-05-17 07:20:01	NULL	99821	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 07:20:02	13124	NULL	103405	30108	18673	NULL	19701	1765	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 07:20:03	NULL	NULL	NULL	NULL	NULL	3304	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 07:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4043	3550	3304	233	1161	3304	341	705	302	31	94	2583
2019-05-17 08:20:00	NULL	99821	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 08:20:01	13123	NULL	103405	30109	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 08:20:02	NULL	NULL	NULL	NULL	18672	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 08:20:03	NULL	NULL	NULL	NULL	NULL	3304	19701	1765	4043	3550	3304	233	1161	3304	341	705	302	31	94	2583
2019-05-17 09:20:00	NULL	99811	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 09:20:02	13123	NULL	103404	30108	18674	3304	19699	1765	4043	3550	3304	233	1161	3304	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-17 09:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	341	705	302	31	NULL	NULL
2019-05-17 09:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	94	2585
2019-05-20 16:20:00	NULL	98298	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 16:20:01	12590	NULL	101947	29575	18121	3182	19523	1694	3950	3441	NULL	241	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 16:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3183	NULL	1170	3183	337	702	304	31	94	2570
2019-05-20 17:20:00	NULL	98226	101934	29458	18140	3181	19568	1696	3959	3445	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 17:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3181	239	1171	3181	337	702	NULL	NULL	NULL	NULL
2019-05-20 17:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	304	31	94	2570
2019-05-20 17:20:05	12554	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 18:20:00	NULL	98197	102040	29528	18147	3174	19530	1697	3965	3443	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 18:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3174	239	1170	3174	338	705	304	31	94	NULL
2019-05-20 18:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2570
2019-05-20 18:20:05	12516	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 19:20:00	NULL	98263	102161	29545	18129	3173	19580	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 19:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1701	3967	3446	3173	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 19:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	239	1168	3172	337	NULL	NULL	NULL	NULL	NULL
2019-05-20 19:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	706	308	31	94	2567
2019-05-20 19:20:05	12523	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 20:20:00	NULL	98351	102156	29519	18134	3187	19610	1705	3983	3448	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 20:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3187	241	1168	3187	339	NULL	NULL	NULL	NULL	NULL
2019-05-20 20:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	708	308	31	94	2567
2019-05-20 20:20:05	12579	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 21:20:00	12591	98595	102213	29570	NULL	3192	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 21:20:01	NULL	NULL	NULL	NULL	18146	NULL	19623	1705	3983	3468	3191	241	1169	3192	339	708	308	31	94	2567
2019-05-20 22:20:00	12599	98853	102305	29540	18160	3195	19637	1706	3978	3473	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 22:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3195	241	1172	3195	339	707	308	31	94	2567
2019-05-20 23:20:00	12604	99097	102568	29529	18181	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-20 23:20:01	NULL	NULL	NULL	NULL	NULL	3198	19637	1713	3980	3474	NULL	241	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 00:20:00	NULL	99171	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 00:20:01	NULL	NULL	102719	29524	18183	3198	19637	1714	3979	3474	3198	241	1172	3198	339	NULL	NULL	NULL	NULL	NULL
2019-05-21 00:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	708	308	31	94	2567
2019-05-21 00:20:05	12605	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 01:20:00	NULL	99203	102775	29542	18185	3198	19637	1714	3976	3474	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 01:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3198	241	1172	3198	339	NULL	NULL	NULL	NULL	NULL
2019-05-21 01:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	708	308	31	94	2567
2019-05-21 01:20:05	12607	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 02:20:00	NULL	99230	102797	29558	18184	3198	19637	1714	3976	3474	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 02:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3198	241	1172	3198	339	708	308	31	94	2567
2019-05-21 02:20:05	12607	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 03:20:00	12608	99249	102788	29573	18185	3198	19637	1714	3976	3474	3198	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 03:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	241	1172	3198	339	708	308	31	94	2567
2019-05-21 04:20:00	NULL	99269	102834	29588	18185	3198	19637	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 04:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1714	3976	3474	3198	241	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 04:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1172	3198	338	708	308	31	NULL	NULL
2019-05-21 04:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	94	2567
2019-05-21 04:20:05	12608	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 05:20:00	12608	99267	102854	29587	18185	3198	19637	1714	3976	3474	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 05:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3198	241	1172	3198	338	708	308	31	94	2567
2019-05-21 06:20:00	12608	99264	102867	29591	18185	3198	19636	1714	3976	3474	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 07:20:00	NULL	NULL	102869	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 07:20:01	NULL	99236	NULL	29589	18185	3199	19636	1714	3976	3474	3199	241	1172	3199	338	NULL	NULL	NULL	NULL	NULL
2019-05-21 07:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	708	308	31	94	2567
2019-05-21 07:20:05	12607	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 08:20:00	NULL	99192	102865	29587	18178	3199	19636	1714	3974	3474	3199	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 08:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	241	1172	3199	338	708	308	31	94	2567
2019-05-21 08:20:05	12607	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 09:20:00	NULL	99101	102807	29571	18153	3198	19636	1708	3965	3451	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 09:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3198	241	1172	3198	337	NULL	NULL	NULL	NULL	NULL
2019-05-21 09:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	708	308	31	94	2567
2019-05-21 09:20:05	12604	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 10:20:00	NULL	98881	102740	29548	18144	3177	19631	1705	3962	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 10:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3448	3177	241	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 10:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1172	3177	337	708	NULL	NULL	NULL	NULL
2019-05-21 10:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	308	31	94	2567
2019-05-21 10:20:05	12568	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 11:20:00	12524	98750	102638	29480	18110	3173	19631	1703	3958	3443	NULL	241	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 11:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3173	NULL	1168	3173	337	708	307	31	94	2567
2019-05-21 12:20:00	12509	98636	102541	29463	18067	3170	19408	1701	3951	3439	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 12:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3170	240	1167	3171	336	708	307	31	94	2567
2019-05-21 13:20:00	12524	98705	102454	29444	18017	3187	19352	1711	3957	3435	3187	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 14:20:00	NULL	98828	102455	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 14:20:01	NULL	NULL	NULL	29429	18008	3185	19399	1712	3955	3449	3185	240	1168	3185	337	706	310	NULL	NULL	NULL
2019-05-21 14:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	31	94	2567
2019-05-21 14:20:05	12530	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 15:20:00	NULL	98818	102359	29438	18006	3180	19431	1707	3956	3446	3179	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-21 15:20:01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	240	1165	3178	338	707	310	31	106	2567
