datetime	AR	CO	MX	PE	CL	EC	VE	GT	SV	UY	HN
4/29/19 9:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.24863388	0.262734584
4/29/19 9:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 10:20	NULL	0.146543017	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 10:20	0.024182714	NULL	NULL	NULL	NULL	0.257978723	NULL	NULL	NULL	NULL	NULL
4/29/19 10:20	NULL	NULL	NULL	0.716360856	0.524687686	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 10:20	NULL	NULL	0.229499174	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 11:20	0.008508733	0.134698375	0.210420106	0.701834862	0.502082094	0.252659574	0.970449679	0.116472546	NULL	NULL	NULL
4/29/19 11:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.311926606	0.232240437	NULL
4/29/19 11:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.246648794
4/29/19 12:20	0	0.12735286	0.191524491	0.672782875	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 12:20	NULL	NULL	NULL	NULL	0.484830458	0.236702128	0.854389722	0.108153078	0.290519878	0.215846995	NULL
4/29/19 12:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.230563003
4/29/19 12:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 13:20	0.007165249	0.117987329	NULL	0.640672783	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 13:20	NULL	NULL	0.173179233	NULL	0.46281975	0.218085106	0.830406852	NULL	NULL	NULL	NULL
4/29/19 13:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.096505824	0.287461774	0.196721311	NULL
4/29/19 13:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.211796247
4/29/19 13:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 14:20	0.011643529	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 14:20	NULL	0.128454687	0.091726289	0.604740061	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 14:20	NULL	NULL	NULL	NULL	0.490184414	0.324468085	0.868094218	0.133111481	0.385321101	0.306010929	NULL
4/29/19 14:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.319034853
4/29/19 15:20	0.014330497	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 15:20	NULL	0.134790194	0.097596771	0.563455657	0.496728138	0.329787234	NULL	NULL	NULL	NULL	NULL
4/29/19 15:20	NULL	NULL	NULL	NULL	NULL	NULL	0.883940043	0.121464226	0.388379205	0.31147541	0.324396783
4/29/19 16:20	0.008060905	0.13598384	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 16:20	NULL	NULL	0.077416988	NULL	0.54610351	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 16:20	NULL	NULL	NULL	0.565749235	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 16:20	NULL	NULL	NULL	NULL	NULL	0.311170213	0.886509636	0.111480865	0.376146789	0.292349727	0.305630027
4/29/19 17:20	0.065382893	0.13681021	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 17:20	NULL	NULL	0.084204733	0.578746177	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 17:20	NULL	NULL	NULL	NULL	0.558596074	0.324468085	0.894218415	0.103161398	0.388379205	0.306010929	0.319034853
4/29/19 17:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 18:20	NULL	0.12909742	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 18:20	0.062248097	NULL	0.101265823	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 18:20	NULL	NULL	NULL	0.569571865	0.557406306	0.343085106	0.867665953	0.099833611	0.385321101	NULL	NULL
4/29/19 19:20	0.081504702	0.134882013	0.121078701	0.596330275	0.54907793	0.348404255	0.874946467	NULL	NULL	NULL	NULL
4/29/19 19:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.09484193	0.382262997	NULL	NULL
4/29/19 19:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.330601093	NULL
4/29/19 19:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.343163539
4/29/19 19:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 20:20	NULL	0.142962079	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 20:20	0.090461263	NULL	0.121995964	0.600152905	0.55800119	0.385638298	0.880085653	0.098169717	NULL	NULL	NULL
4/29/19 20:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.428134557	0.368852459	NULL
4/29/19 20:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.380697051
4/29/19 20:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 21:20	0.095835199	0.154806721	0.128416804	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 21:20	NULL	NULL	NULL	0.616207951	0.578227246	0.404255319	0.886937901	0.099833611	0.422018349	0.387978142	0.399463807
4/29/19 21:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 22:20	0.098074339	0.177761454	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 22:20	NULL	NULL	NULL	0.582568807	0.604402142	0.417553191	NULL	NULL	NULL	NULL	NULL
4/29/19 22:20	NULL	NULL	0.1423592	NULL	NULL	NULL	0.889507495	NULL	NULL	NULL	NULL
4/29/19 22:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.099833611	0.418960245	0.401639344	0.412868633
4/29/19 23:20	NULL	0.202460747	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/29/19 23:20	0.097626511	NULL	0.179416621	0.631498471	0.627602617	0.430851064	NULL	NULL	NULL	NULL	NULL
4/29/19 23:20	NULL	NULL	NULL	NULL	NULL	NULL	0.887794433	0.103161398	0.458715596	0.415300546	NULL
4/29/19 23:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.426273458
4/29/19 23:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 0:20	0.098074339	0.211183546	NULL	0.670489297	0.641284949	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 0:20	NULL	NULL	0.210787012	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 0:20	NULL	NULL	NULL	NULL	NULL	0.430851064	0.88608137	0.103161398	0.4617737	0.415300546	NULL
4/30/19 0:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.426273458
4/30/19 0:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 1:20	0.098074339	0.213479019	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 1:20	NULL	NULL	0.214639516	0.667431193	0.641879833	0.430851064	0.88608137	0.099833611	0.455657492	NULL	NULL
4/30/19 1:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.415300546	0.426273458
4/30/19 2:20	0.098969996	0.213846295	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 2:20	NULL	NULL	0.22986608	0.665137615	NULL	NULL	NULL	NULL	NULL	NULL	NULL
