datetime	AR	CO	MX	PE	CL	EC	VE	GT	SV	UY	HN
2019-04-28 11:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 12:20:00	NULL	2624	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 12:20:01	355	NULL	NULL	1073	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 12:20:02	NULL	NULL	2092	NULL	1177	133	NULL	NULL	NULL	NULL	NULL
2019-04-28 12:20:03	NULL	NULL	NULL	NULL	NULL	NULL	2285	142	162	123	133
2019-04-28 13:20:01	345	2545	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 13:20:03	NULL	NULL	1967	1057	1160	132	2284	139	162	122	129
2019-04-28 14:20:00	305	2506	1884	1031	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 14:20:01	NULL	NULL	NULL	NULL	1139	131	2281	NULL	NULL	NULL	NULL
2019-04-28 14:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	133	151	121	NULL
2019-04-28 14:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	128
2019-04-28 14:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 15:20:00	286	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 15:20:02	NULL	2418	1813	1019	1089	128	2279	124	145	NULL	NULL
2019-04-28 15:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	118	125
2019-04-28 16:20:02	144	2252	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 16:20:03	NULL	NULL	NULL	1016	1073	122	NULL	NULL	NULL	NULL	NULL
2019-04-28 16:20:04	NULL	NULL	1740	NULL	NULL	NULL	2277	116	142	112	119
2019-04-28 17:20:00	113	2086	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 17:20:01	NULL	NULL	1646	1002	1041	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 17:20:02	NULL	NULL	NULL	NULL	NULL	NULL	2274	NULL	NULL	NULL	NULL
2019-04-28 17:20:03	NULL	NULL	NULL	NULL	NULL	118	NULL	108	137	108	115
2019-04-28 17:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 18:20:01	NULL	1996	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 18:20:02	103	NULL	1508	1016	1008	116	2274	NULL	NULL	NULL	NULL
2019-04-28 19:20:01	84	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 19:20:02	NULL	1972	1401	976	964	116	2274	97	132	106	NULL
2019-04-28 19:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	113
2019-04-28 19:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 20:20:01	78	1915	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 20:20:02	NULL	NULL	1356	969	954	116	2272	97	NULL	NULL	NULL
2019-04-28 20:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	106	NULL
2019-04-28 20:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	132	NULL	113
2019-04-28 21:22:13	NULL	NULL	NULL	973	NULL	114	2271	94	132	104	NULL
2019-04-28 21:22:14	NULL	NULL	1287	NULL	948	NULL	NULL	NULL	NULL	NULL	111
2019-04-28 22:20:01	76	1949	1290	958	947	114	NULL	NULL	NULL	NULL	NULL
2019-04-28 22:20:02	NULL	NULL	NULL	NULL	NULL	NULL	2270	92	130	104	111
2019-04-28 22:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 23:20:01	77	1929	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-28 23:20:03	NULL	NULL	1286	957	943	113	2268	90	128	103	NULL
2019-04-28 23:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	110
2019-04-29 00:20:00	80	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 00:20:01	NULL	1941	1276	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 00:20:02	NULL	NULL	NULL	943	939	112	2267	87	128	102	NULL
2019-04-29 00:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	109
2019-04-29 01:20:01	81	1951	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 01:20:02	NULL	NULL	1273	949	936	112	2267	NULL	NULL	NULL	NULL
2019-04-29 01:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	87	129	102	109
2019-04-29 01:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 01:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 02:20:00	NULL	1939	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 02:20:01	84	NULL	1291	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 02:20:02	NULL	NULL	NULL	954	935	112	2267	NULL	130	NULL	NULL
2019-04-29 03:20:03	85	1958	1319	954	941	112	2266	85	130	NULL	NULL
2019-04-29 03:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	102	109
2019-04-29 03:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 04:20:01	85	1965	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 04:20:02	NULL	NULL	1368	954	942	112	2266	NULL	NULL	NULL	NULL
2019-04-29 04:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	85	130	102	109
2019-04-29 05:20:01	85	1964	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 05:20:02	NULL	NULL	1394	955	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 05:20:04	NULL	NULL	NULL	NULL	942	112	2266	85	127	102	109
2019-04-29 05:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 06:20:00	NULL	1968	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 06:20:02	85	NULL	1398	960	942	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 06:20:03	NULL	NULL	NULL	NULL	NULL	112	2266	85	127	102	109
2019-04-29 07:20:01	83	1968	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 07:20:02	NULL	NULL	1403	958	942	112	2266	85	127	102	109
2019-04-29 07:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 08:20:01	82	1860	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 08:20:03	NULL	NULL	1402	958	942	112	2266	80	116	NULL	NULL
2019-04-29 08:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	102	109
2019-04-29 09:20:01	81	1726	NULL	953	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 09:20:02	NULL	NULL	1335	NULL	928	101	2266	78	113	NULL	NULL
2019-04-29 09:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	91	98
2019-04-29 09:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 10:20:01	NULL	1596	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 10:20:03	54	NULL	NULL	NULL	NULL	97	NULL	NULL	NULL	NULL	NULL
2019-04-29 10:20:04	NULL	NULL	NULL	937	882	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 10:20:05	NULL	NULL	1251	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 11:20:02	19	1467	1147	918	844	95	2266	70	NULL	NULL	NULL
2019-04-29 11:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	102	85	NULL
2019-04-29 11:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	92
2019-04-29 12:20:01	0	1387	1044	880	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 12:20:02	NULL	NULL	NULL	NULL	815	89	1995	65	95	79	NULL
2019-04-29 12:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	86
2019-04-29 12:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 13:20:01	16	1285	NULL	838	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 13:20:02	NULL	NULL	944	NULL	778	82	1939	NULL	NULL	NULL	NULL
2019-04-29 13:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	58	94	72	NULL
2019-04-29 13:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	79
2019-04-29 13:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 14:20:01	26	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 14:20:02	NULL	1399	500	791	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 14:20:03	NULL	NULL	NULL	NULL	824	122	2027	80	126	112	NULL
2019-04-29 14:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	119
2019-04-29 15:20:01	32	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 15:20:02	NULL	1468	532	737	835	124	NULL	NULL	NULL	NULL	NULL
2019-04-29 15:20:04	NULL	NULL	NULL	NULL	NULL	NULL	2064	73	127	114	121
2019-04-29 16:20:01	18	1481	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 16:20:02	NULL	NULL	422	NULL	918	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 16:20:03	NULL	NULL	NULL	740	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 16:20:04	NULL	NULL	NULL	NULL	NULL	117	2070	67	123	107	114
2019-04-29 17:20:01	146	1490	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 17:20:02	NULL	NULL	459	757	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 17:20:04	NULL	NULL	NULL	NULL	939	122	2088	62	127	112	119
2019-04-29 17:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 18:20:00	NULL	1406	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 18:20:01	139	NULL	552	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 18:20:03	NULL	NULL	NULL	745	937	129	2026	60	126	NULL	NULL
2019-04-29 19:20:03	182	1469	660	780	923	131	2043	NULL	NULL	NULL	NULL
2019-04-29 19:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	57	125	NULL	NULL
2019-04-29 19:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	121	NULL
2019-04-29 19:20:06	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	128
2019-04-29 19:20:07	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 20:20:00	NULL	1557	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 20:20:01	202	NULL	665	785	938	145	2055	59	NULL	NULL	NULL
2019-04-29 20:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	140	135	NULL
2019-04-29 20:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	142
2019-04-29 20:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 21:20:01	214	1686	700	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 21:20:02	NULL	NULL	NULL	806	972	152	2071	60	138	142	149
2019-04-29 21:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 22:20:01	219	1936	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 22:20:02	NULL	NULL	NULL	762	1016	157	NULL	NULL	NULL	NULL	NULL
2019-04-29 22:20:03	NULL	NULL	776	NULL	NULL	NULL	2077	NULL	NULL	NULL	NULL
2019-04-29 22:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	60	137	147	154
2019-04-29 23:20:00	NULL	2205	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-29 23:20:01	218	NULL	978	826	1055	162	NULL	NULL	NULL	NULL	NULL
2019-04-29 23:20:02	NULL	NULL	NULL	NULL	NULL	NULL	2073	62	150	152	NULL
2019-04-29 23:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	159
2019-04-29 23:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 00:20:01	219	2300	NULL	877	1078	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 00:20:02	NULL	NULL	1149	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 00:20:03	NULL	NULL	NULL	NULL	NULL	162	2069	62	151	152	NULL
2019-04-30 00:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	159
2019-04-30 00:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 01:20:01	219	2325	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 01:20:03	NULL	NULL	1170	873	1079	162	2069	60	149	NULL	NULL
2019-04-30 01:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	152	159
2019-04-30 02:20:01	221	2329	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 02:20:02	NULL	NULL	1253	870	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 02:20:03	NULL	NULL	NULL	NULL	1082	162	2069	NULL	NULL	NULL	NULL
2019-04-30 03:20:02	NULL	2346	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 03:20:04	220	NULL	1304	875	1084	163	2069	62	149	NULL	NULL
2019-04-30 03:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	153	160
2019-04-30 04:20:01	NULL	2362	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 04:20:02	220	NULL	1344	882	1084	163	2068	NULL	NULL	NULL	NULL
2019-04-30 04:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	62	149	153	160
2019-04-30 05:20:00	220	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 05:20:02	NULL	2360	1367	893	1084	163	2068	62	NULL	NULL	NULL
2019-04-30 05:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	149	153	NULL
2019-04-30 05:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	160
2019-04-30 06:20:01	219	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 06:20:04	NULL	2358	1372	893	1084	163	2068	62	149	153	160
2019-04-30 07:20:01	219	2355	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 07:20:02	NULL	NULL	1374	893	1081	163	2068	62	NULL	NULL	NULL
2019-04-30 07:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	149	NULL	160
2019-04-30 08:20:01	219	2297	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 08:20:03	NULL	NULL	1370	891	1081	163	2068	59	148	153	160
2019-04-30 08:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 09:20:01	213	2222	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 09:20:02	NULL	NULL	1312	882	NULL	163	2068	NULL	NULL	NULL	NULL
2019-04-30 09:20:03	NULL	NULL	NULL	NULL	1080	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 09:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	56	147	153	160
2019-04-30 10:20:01	196	1997	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 10:20:02	NULL	NULL	1265	846	1058	162	2066	45	129	152	NULL
2019-04-30 11:20:03	178	1901	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 11:20:04	NULL	NULL	1187	828	1041	148	1920	40	126	NULL	NULL
2019-04-30 11:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	138	145
2019-04-30 12:20:01	NULL	1780	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 12:20:03	129	NULL	1110	812	988	143	1879	37	NULL	NULL	NULL
2019-04-30 12:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	124	NULL	NULL
2019-04-30 12:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	133	140
2019-04-30 13:20:00	NULL	1763	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 13:20:02	122	NULL	1023	742	1031	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 13:20:03	NULL	NULL	NULL	NULL	NULL	142	1845	26	119	132	156
2019-04-30 13:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 14:20:00	NULL	1812	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 14:20:01	163	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 14:20:02	NULL	NULL	1030	731	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 14:20:03	NULL	NULL	NULL	NULL	1108	161	1869	18	NULL	NULL	NULL
2019-04-30 14:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	120	146	158
2019-04-30 15:20:01	NULL	1780	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 15:20:02	146	NULL	918	730	1143	NULL	NULL	14	NULL	NULL	NULL
2019-04-30 15:20:03	NULL	NULL	NULL	NULL	NULL	152	1875	NULL	122	142	149
2019-04-30 16:20:00	NULL	1604	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 16:20:01	179	NULL	904	789	1158	156	1823	13	130	NULL	NULL
2019-04-30 16:20:02	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	146	NULL
2019-04-30 16:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	152
2019-04-30 17:20:01	NULL	969	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 17:20:03	376	NULL	NULL	NULL	NULL	154	NULL	NULL	NULL	NULL	NULL
2019-04-30 17:20:04	NULL	NULL	968	801	1172	NULL	1824	9	113	144	151
2019-04-30 18:20:01	NULL	937	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 18:20:02	317	NULL	958	834	1178	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 19:20:02	330	981	982	833	1170	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 19:20:03	NULL	NULL	NULL	NULL	NULL	153	1758	0	113	143	NULL
2019-04-30 19:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	149
2019-04-30 20:20:01	229	1028	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 20:20:03	NULL	NULL	1055	842	1197	163	1739	3	119	NULL	NULL
2019-04-30 20:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	153	160
2019-04-30 21:20:01	NULL	899	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 21:20:02	155	NULL	1049	875	1215	167	1733	17	121	NULL	NULL
2019-04-30 21:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	158	165
2019-04-30 22:20:00	NULL	994	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 22:20:01	198	NULL	1054	NULL	1242	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 22:20:03	NULL	NULL	NULL	838	NULL	170	1721	27	132	NULL	NULL
2019-04-30 22:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	162	167
2019-04-30 23:20:01	186	1058	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-04-30 23:20:03	NULL	NULL	1145	822	1299	167	1714	39	NULL	NULL	NULL
2019-04-30 23:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	141	157	164
2019-05-01 00:20:00	NULL	1101	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-01 00:20:01	NULL	NULL	1195	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-01 00:20:02	175	NULL	NULL	830	1300	168	1706	46	NULL	NULL	NULL
2019-05-01 00:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	147	158	NULL
2019-05-01 00:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	165
2019-05-01 00:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-01 01:20:00	183	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-01 01:20:01	NULL	1116	1253	849	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-01 01:20:03	NULL	NULL	NULL	NULL	1317	168	1697	50	147	158	165
2019-05-01 01:20:04	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-01 02:20:01	NULL	1120	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-01 02:20:03	185	NULL	1274	858	1329	168	NULL	49	146	NULL	NULL
2019-05-01 02:20:04	NULL	NULL	NULL	NULL	NULL	NULL	1697	NULL	NULL	NULL	NULL
2019-05-01 03:20:03	184	1085	1339	857	1332	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-01 03:20:04	NULL	NULL	NULL	NULL	NULL	168	1697	NULL	NULL	NULL	NULL
2019-05-01 03:20:05	NULL	NULL	NULL	NULL	NULL	NULL	NULL	50	146	158	165
2019-05-01 03:20:06	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-01 04:20:00	NULL	1090	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-01 04:20:01	185	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-01 04:20:02	NULL	NULL	1352	857	1337	168	NULL	NULL	NULL	NULL	NULL
2019-05-01 04:20:03	NULL	NULL	NULL	NULL	NULL	NULL	1697	50	146	158	165
2019-05-01 05:20:01	185	1111	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2019-05-01 05:20:02	NULL	NULL	1375	856	1342	168	1697	50	143	158	NULL
2019-05-01 05:20:03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	165
